id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category
"7be10c79-b1db-4e2a-a14b-9890dd55d9f3","Celestia Trinity Ring","Add a touch of elegance to your everyday style with the Ruby Radiance Ring. Featuring a deep ruby-red centerpiece accented with sparkling stones on a premium gold-tone band, this ring is designed to stand out while remaining effortlessly classy. Perfect for daily wear, parties, gifting, and special occasions.  ✨ Premium Finish ✨ Adjustable Size – Fits Most Finger Sizes ✨ Lightweight & Comfortable ✨ Elegant Ruby-Inspired Stone ✨ Perfect Gift for Her ✨ Tarnish-Resistant Finish","in stock","new","389 INR","https://www.velisqa.com/product/7be10c79-b1db-4e2a-a14b-9890dd55d9f3","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/thqjb3s9qli2pu2gcdpb.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"397cf15e-141d-47cd-b255-9a5274e35ef5","Tulip Bracelet","Add a touch of elegance to your look with our bestselling Tulip Bracelet. Crafted with a premium gold-plated finish and dazzling stones, this bracelet is designed to complement every outfit effortlessly.  Whether you’re dressing up for a special occasion or adding a subtle sparkle to your daily style, the Tulip Bracelet is the perfect choice.  ✨ Premium Gold Finish ✨ Sparkling High-Quality Stones ✨ Lightweight & Comfortable ✨ Elegant Floral-Inspired Design ✨ Perfect for Gifting","in stock","new","399 INR","https://www.velisqa.com/product/397cf15e-141d-47cd-b255-9a5274e35ef5","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/kypxd0uncygdxwz5kjhi.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"70cc5ffe-6d8b-4ffd-8c78-f71a46bc155e","Rose Bloom Pendant Necklace","A timeless symbol of love and elegance  Add a touch of sophistication to your everyday style with this beautifully crafted Rose Bloom Pendant Necklace. Featuring a radiant ruby-red stone blossom paired with emerald-green leaves, this delicate floral design is perfect for gifting or elevating your own jewelry collection.  ⸻","in stock","new","294 INR","https://www.velisqa.com/product/70cc5ffe-6d8b-4ffd-8c78-f71a46bc155e","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/qtmtay9ppd7f8bfpsebs.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"4fd93065-9e11-4345-a4f8-de07b641a59f","Rose Bloom Pendant Necklace","A timeless symbol of love and elegance  Add a touch of sophistication to your everyday style with this beautifully crafted Rose Bloom Pendant Necklace. Featuring a radiant ruby-red stone blossom paired with emerald-green leaves, this delicate floral design is perfect for gifting or elevating your own jewelry collection.  ⸻","in stock","new","294 INR","https://www.velisqa.com/product/4fd93065-9e11-4345-a4f8-de07b641a59f","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/xdrm8dln7dypbuvm8pq2.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"fde0909f-0a3a-42ae-8c2a-7b27ca49a556","Rose Bloom Pendant Necklace","✨ A timeless symbol of love and elegance  Add a touch of sophistication to your everyday style with this beautifully crafted Rose Bloom Pendant Necklace. Featuring a radiant ruby-red stone blossom paired with emerald-green leaves, this delicate floral design is perfect for gifting or elevating your own jewelry collection.  ⸻","in stock","new","294 INR","https://www.velisqa.com/product/fde0909f-0a3a-42ae-8c2a-7b27ca49a556","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/cb5du5tqiane92reqv0p.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"68ef6ebb-4579-4741-b354-32575c889584","Tulip bracelet","Crafted with premium precision-cut crystals and a polished gold finish, the Blush Vine Bracelet blends delicate artistry with modern elegance. The flowing vine-inspired silhouette wraps beautifully around the wrist, creating a graceful luxury look perfect for special occasions and elevated everyday styling.  Product Details  * Product Type: Statement Bracelet * Design: Vine-Inspired Crystal Bracelet * Stone Shapes: Oval Cut & Marquise Cut * Material: Premium stainless steel alloy * Stone: AAA-grade cubic zirconia * Finish: 18K gold-plated high polish * Color: Gold with Blush Pink & Crystal White stones * Closure Type: Premium Lock Clasp * Style: Feminine Luxury / Romantic Elegant * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight Yet Durable: Comfortable for long wear","in stock","new","549 INR","https://www.velisqa.com/product/68ef6ebb-4579-4741-b354-32575c889584","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/jcee4eym846z1jzvapx7.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"1281d7cf-4f94-4b8c-b55e-f8cfa2bc2e7f","Opal Bloom Studs","Crafted with luminous opal-inspired crystals and a polished silver-tone finish, the Opal Bloom Studs combine delicate floral beauty with modern luxury styling. Lightweight yet eye-catching, these earrings add effortless sophistication without feeling heavy or excessive.  Product Details  * Product Type: Stud Earrings * Design: Floral / Four-Petal Bloom * Stone Shape: Marquise Cut * Material: Premium stainless steel alloy * Stone: AAA-grade opal-finish cubic zirconia * Finish: High-polish silver plating * Color: Silver & Soft Opal White * Closure Type: Push Back Closure * Style: Feminine Luxury / Elegant Minimal * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Perfect for daily wear","in stock","new","340 INR","https://www.velisqa.com/product/1281d7cf-4f94-4b8c-b55e-f8cfa2bc2e7f","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779565226027-d0f9dff2-9a1e-4ec2-ac17-4d8bdb5b29c6.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"1fccabe9-2406-432c-800b-bf1006abe45e","Celestelle Charm Bracelet","Crafted with a sleek gold-tone finish and fine link chain, the Celestelle Charm Bracelet blends colorful sparkle with delicate detailing for a premium designer-inspired look. The butterfly motifs symbolize freedom, beauty, and transformation, making this piece feel both meaningful and stylish.  Product Details  * Product Type: Charm Bracelet * Design: Butterfly & Multicolor Crystal Charm * Material: Premium stainless steel alloy * Stone: AAA-grade colored cubic zirconia * Finish: 18K gold-plated high polish * Color: Gold with Blue, Pink, Green & Crystal White accents * Chain Type: Fine Link Chain * Closure Type: Lobster Clasp * Adjustable Chain: Yes * Style: Feminine Luxury / Delicate Elegant * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Perfect for daily wear","out of stock","new","529 INR","https://www.velisqa.com/product/1fccabe9-2406-432c-800b-bf1006abe45e","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779565062537-e66249b6-9c60-4f0d-bc02-69610fa61b04.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"2c57e3c5-c7ff-47fc-8de1-bcd178aa818c","Obsidian Royale Bracelet","Designed with a bold geometric silhouette and polished gold-tone finish, the Obsidian Royale Bracelet delivers a high-end luxury feel without excessive detailing. The black centerpiece reflects confidence and elegance, making it perfect for both solo styling and stacked luxury looks.  Product Details  * Product Type: Statement Bracelet * Design: Cuban Link Bracelet with Emerald-Cut Centerpiece * Material: Premium stainless steel alloy * Center Stone: AAA-grade black cubic zirconia * Accent Stones: Micro crystal detailing * Finish: 18K gold-plated high polish * Color: Gold & Midnight Black * Chain Type: Cuban Link Chain * Closure Type: Lobster Clasp * Adjustable Chain: Yes * Style: Luxury Statement / Modern Royal Aesthetic * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight Yet Durable: Built for premium daily wear","in stock","new","600 INR","https://www.velisqa.com/product/2c57e3c5-c7ff-47fc-8de1-bcd178aa818c","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/cogdp9ewg3rmua8de98z.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"a6492698-d231-40c9-93c7-49a97d7abb4a","Clovera Shine Necklace","Crafted with precision-cut AAA crystals and a sleek silver finish, the Clovera Shine Necklace reflects light beautifully from every angle. The graceful clover-inspired pendant symbolizes beauty, luck, and positivity while maintaining a clean luxury aesthetic loved in modern jewelry trends.  Product Details  * Product Type: Pendant Necklace * Pendant Design: Four-Petal Clover / Floral * Chain Type: Delicate Link Chain * Material: Premium stainless steel alloy * Stone: AAA-grade cubic zirconia * Finish: High-polish silver plating * Color: Silver & Crystal White * Closure Type: Lobster Clasp * Adjustable Chain: Yes * Style: Feminine Luxury / Minimal Elegant * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Suitable for daily wear","in stock","new","549 INR","https://www.velisqa.com/product/a6492698-d231-40c9-93c7-49a97d7abb4a","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/ualm1ica8ifilx56rh6p.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"aa9b3dd9-017b-4066-aa87-5805cb1d45f5","Amora Heart Bracelet","Crafted with a sleek silver-tone finish and refined detailing, the Amora Heart Bracelet symbolizes love, softness, and timeless beauty. The adjustable chain ensures a comfortable fit, while the heart charm adds a delicate romantic touch inspired by modern minimalist jewelry trends.  Product Details  * Product Type: Chain Bracelet * Design: Minimal Heart Charm * Material: Premium stainless steel alloy * Finish: High-polish silver plating * Color: Silver * Chain Type: Delicate Link Chain * Closure Type: Lobster Clasp * Adjustable Chain: Yes * Style: Minimal Luxury / Romantic Elegant * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Perfect for daily wear","in stock","new","569 INR","https://www.velisqa.com/product/aa9b3dd9-017b-4066-aa87-5805cb1d45f5","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/gn1suv7dw4onv1hkxycq.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"4967ebaa-266c-4e80-a38e-1cf6948d7f50","Luna Bloom Earrings","Crafted with smooth high-shine detailing and soft pearl-like petals, the Luna Bloom Earrings reflect elegance without looking overdone. The long-drop design adds movement and sophistication, while the floral centerpiece gives a romantic luxury feel inspired by modern designer jewelry aesthetics.  Product Details  * Product Type: Drop Earrings * Design: Floral Drop Style * Material: Premium stainless steel alloy * Stone Type: Pearl-finish stones & AAA cubic zirconia * Finish: High-polish silver plating * Color: Silver & Soft Pearl White * Style: Elegant / Feminine Luxury * Closure Type: Push Back Closure * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Suitable for long wear","in stock","new","389 INR","https://www.velisqa.com/product/4967ebaa-266c-4e80-a38e-1cf6948d7f50","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779564416915-2627f6a8-7d85-4cc0-99e2-19cd894f28f2.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"8c365987-497b-4112-a119-7e872d2f82c9","Aurora Tennis Bracelet","Crafted with precision-cut AAA-grade crystals and a polished silver finish, the Aurora Tennis Bracelet combines delicate femininity with luxury detailing. The adjustable chain ensures a comfortable fit, while the minimalist design makes it perfect for stacking or wearing solo.  Product Details  * Product Type: Tennis Bracelet * Stone Shape: Emerald Cut / Rectangular Cut * Material: Premium stainless steel alloy * Stone: AAA-grade cubic zirconia * Finish: High-polish silver plating * Color: Silver & Crystal White * Closure Type: Lobster Clasp * Adjustable Chain: Yes * Style: Minimal Luxury / Elegant * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Made for daily wear","in stock","new","590 INR","https://www.velisqa.com/product/8c365987-497b-4112-a119-7e872d2f82c9","https://res.cloudinary.com/dyshhpbhf/image/upload/v1786691364/velisqa/products/qciaax94eobisslcwyhv.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"f76fe217-db67-43cf-a7e4-fba11ea820a6","Aurelia Solitaire Ring","Designed with a classic four-prong setting, the Aurelia Solitaire Ring highlights the brilliance of the center stone while maintaining a soft, minimal luxury feel. The polished gold finish paired with the sparkling crystal creates a premium high-end look without excessive detailing.  Product Details  * Product Type: Solitaire Ring * Stone Shape: Round Cut * Setting Type: Four-Prong Setting * Material: Premium stainless steel alloy * Stone: AAA-grade cubic zirconia * Finish: 18K gold-plated mirror polish * Color: Gold & Crystal White * Style: Minimal Luxury / Classic Elegant * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Made for daily wear","in stock","new","430 INR","https://www.velisqa.com/product/f76fe217-db67-43cf-a7e4-fba11ea820a6","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/xcz0x5ph6atwmaouyynj.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"aefff4c4-d09a-4fdc-aded-72f482a1b65f","Celestia Trinity Ring","Crafted with a sleek silver-tone finish and high-clarity stones, the Celestia Trinity Ring reflects light beautifully from every angle. Its delicate yet premium design gives a high-end diamond-inspired aesthetic while remaining lightweight and comfortable for daily wear.  Product Details  * Product Type: Statement Ring * Design: Three-Stone Ring * Center Stone Shape: Princess Cut * Side Stone Shape: Pear Cut * Material: Premium stainless steel alloy * Stone: AAA-grade cubic zirconia * Finish: High-polish silver plating * Color: Silver & Crystal White * Style: Elegant / Minimal Luxury * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Suitable for daily wear","in stock","new","442 INR","https://www.velisqa.com/product/aefff4c4-d09a-4fdc-aded-72f482a1b65f","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/wmufvv9scdyjmqw0rb1t.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"92eda168-7429-4ef3-aa45-1977014224bb","Sapphire Noir Necklace","Crafted for women who love statement elegance without excessive shine, the Sapphire Noir Necklace blends luxury detailing with a clean, modern silhouette. The deep midnight-blue stones paired with polished silver accents create a high-end look perfect for evening wear, special occasions, or elevated everyday styling.  Product Details  * Product Type: Pendant Necklace * Pendant Design: Dual Stone Drop Pendant * Stone Shape: Princess Cut & Round Cut * Chain Type: Premium Snake Chain * Material: High-quality stainless steel alloy * Stone: AAA-grade sapphire-blue cubic zirconia * Finish: Silver-plated mirror polish * Color: Silver & Royal Midnight Blue * Closure Type: Lobster Clasp * Adjustable Chain: Yes * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Made for long wear","in stock","new","599 INR","https://www.velisqa.com/product/92eda168-7429-4ef3-aa45-1977014224bb","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/trtv3j38ccsvswzju4ez.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"0e8d6b33-9bcd-42f6-afe3-d64b96b5f030","Golden Radiance Necklace","Crafted for lovers of minimal elegance, this pendant necklace combines a radiant crystal centerpiece with a durable gold-tone finish for a jewelry piece that feels both delicate and powerful. Its lightweight design makes it comfortable for all-day wear, while the sparkling rectangular stone catches light beautifully from every angle.  Product Details  * Product Type: Pendant Necklace * Pendant Shape: Emerald Cut / Rectangular Cut * Chain Type: Snake Chain * Material: Premium stainless steel alloy * Stone: AAA-grade cubic zirconia * Finish: 18K gold-plated high polish * Color: Gold & Crystal White * Closure Type: Lobster Clasp * Adjustable Chain: Yes * Skin Friendly: Yes * Tarnish Resistant: Yes * Style: Minimal Luxury / Elegant Everyday Wear","in stock","new","449 INR","https://www.velisqa.com/product/0e8d6b33-9bcd-42f6-afe3-d64b96b5f030","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/atljvyryvvtb5gw2ldqe.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"327bbfff-8f6a-49a0-8848-2ae7e006ffa8","Midnight Aura Pendant Necklace","Bold yet minimal, the Midnight Aura Pendant Necklace is crafted for those who love understated luxury with a dark edge. Featuring a deep black round-cut stone set in a sleek silver-tone four-prong setting, this piece delivers a clean, premium aesthetic that instantly elevates any outfit.","in stock","new","489 INR","https://www.velisqa.com/product/327bbfff-8f6a-49a0-8848-2ae7e006ffa8","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/hxokhkzqd9snqtpgvrb6.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"104f9c30-2564-414b-801c-e933c83d1247","Crystal Drop Pendant Necklace","Delicate, elegant, and effortlessly luxurious — the Crystal Drop Pendant Necklace is designed to bring timeless sparkle to your jewelry collection. Featuring a premium pear-cut stone suspended on a sleek silver-tone snake chain, this necklace delivers a clean luxury aesthetic perfect for everyday elegance and special occasions alike.","in stock","new","469 INR","https://www.velisqa.com/product/104f9c30-2564-414b-801c-e933c83d1247","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/nqujugeoysdzdjv5ewnk.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"aa3c48fd-63c7-4987-8b3b-491524ede482","Velisqa Astra Pendant","Product Details  * Product Type: Pendant Necklace * Pendant Shape: Princess Cut / Square Cut * Chain Type: Snake Chain * Material: High-quality stainless steel alloy * Stone: Premium AAA cubic zirconia * Finish: Silver-plated mirror polish * Color: Silver & Crystal White * Style: Minimal Luxury / Elegant * Closure Type: Lobster Clasp * Skin Friendly: Yes * Tarnish Resistant: Yes * Lightweight & Comfortable: Designed for daily wear","in stock","new","454 INR","https://www.velisqa.com/product/aa3c48fd-63c7-4987-8b3b-491524ede482","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/lrizsq8mqmqjmb3zbgc0.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"72a78387-6f12-4fae-b744-ee3541a31fc4","Aurelia Bloom Pendant","Delicate, graceful, and timeless — the Aurelia Bloom Pendant is crafted to capture the beauty of blooming elegance. Designed with sparkling marquise-cut stones arranged in a floral silhouette, this pendant radiates sophistication with every shine. The luxurious gold finish adds a touch of warmth and femininity, making it the perfect accessory for both everyday elegance and special occasions.  Whether styled solo or layered, this pendant is made for women who carry confidence effortlessly.  ✨ Premium Gold Finish ✨ Floral-Inspired Luxury Design ✨ High-Quality Sparkling Stones ✨ Lightweight & Elegant for Daily Wear ✨ Perfect for Gifting & Special Occasions","in stock","new","449 INR","https://www.velisqa.com/product/72a78387-6f12-4fae-b744-ee3541a31fc4","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/fbr84r8sjvb8izyi1tzh.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"9983ac6f-0c4b-4a34-b7e7-3263a92902c5","Minimal Hoop Earrings","Medium hoop with a polished edge and click-lock closure — wardrobe essential for work and weekends. Tarnish-resistant plating; avoid perfume direct contact.","in stock","new","399 INR","https://www.velisqa.com/product/9983ac6f-0c4b-4a34-b7e7-3263a92902c5","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779342002673-f463967f-a19a-4a60-8e2d-d4e6dde34272.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"4053085d-e3e5-42a7-85d4-11b8b3fef634","Artisan Threader Earrings","Threader-style earrings with a linear silhouette — modern, airy, and ideal for contemporary sarees and Indo-western looks. Easy to sanitise and re-thread after events.","in stock","new","299 INR","https://www.velisqa.com/product/4053085d-e3e5-42a7-85d4-11b8b3fef634","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779342001236-c6749598-93ec-4057-8838-44680ab92969.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"a32d3316-8c39-4df0-bddd-9eb080967160","Celestial Pearl Drops","Pearl-drop earrings with a celestial top motif — bridal-friendly and photogenic under warm venue lighting. Store separately to avoid scratches on the pearl finish.","in stock","new","369 INR","https://www.velisqa.com/product/a32d3316-8c39-4df0-bddd-9eb080967160","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779342000487-b3083a17-9ffd-4b00-9bc1-e7e29dfab957.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"d4fe01bb-a9f2-408e-9d1b-5eb5a6a352f9","Sunlit Jhumka Earrings","Traditional jhumka form with a lighter build for long hours — festive sound and movement without excessive weight. Gold-tone suitable for yellow and maroon ethnic palettes.","in stock","new","299 INR","https://www.velisqa.com/product/d4fe01bb-a9f2-408e-9d1b-5eb5a6a352f9","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341999645-3913715c-a62b-48e9-bb85-e14f604462ac.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"8ee57692-37c4-4c84-b44d-eb99048b44f2","Velisqa Halo Studs","Compact halo studs that add light around the face without pulling the earlobe. Everyday wear with cotton and linen; also works as a second piercing stack.","in stock","new","299 INR","https://www.velisqa.com/product/8ee57692-37c4-4c84-b44d-eb99048b44f2","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341999049-c54ae933-490b-482f-bff2-640d7cfb5b6e.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"1549cf58-8cab-47e3-af09-8c10a2bd6ccb","Aethelgard Drop Earrings","Graceful drop earrings with balanced swing and secure push-back closures. Flattering for round and oval face shapes; popular for mehendi and cocktail events.","out of stock","new","397 INR","https://www.velisqa.com/product/1549cf58-8cab-47e3-af09-8c10a2bd6ccb","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341998371-6236da00-b256-4b48-9d8f-86336e262f55.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"b0911b14-8340-45cd-bfb4-63562b9f6043","Imperial Cocktail Ring","Large-format cocktail ring with multi-stone layout and a raised setting for maximum presence. Limited stock — ideal for sangeet, reception, and editorial styling. Inspect with delivery partner on receipt.","in stock","new","699 INR","https://www.velisqa.com/product/b0911b14-8340-45cd-bfb4-63562b9f6043","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/cfhavpe6li3mnggg3oyv.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"fbcf554c-22eb-436d-8161-a5274cc8cb62","Vintage Crown Ring","Vintage-inspired crown shoulders with milgrain edges — heirloom aesthetic in premium artificial finish. Pairs with Aurelia and Regalia necklaces for coordinated bridal sets.","in stock","new","419 INR","https://www.velisqa.com/product/fbcf554c-22eb-436d-8161-a5274cc8cb62","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/cbazjt8rf4xdutmkamft.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"040078e2-d4ca-4009-bfa5-2d50c2cbe7ae","Ruby Sovereign Ring","Bold oval ruby-tone centrepiece with a coronet setting — designed for statement looks and festive outfits. Comfortable gallery height so it does not snag on dupattas.","in stock","new","419 INR","https://www.velisqa.com/product/040078e2-d4ca-4009-bfa5-2d50c2cbe7ae","https://res.cloudinary.com/dyshhpbhf/image/upload/f_auto,q_auto,w_2000/velisqa/products/m0vuyormoy4zkdmnthl8.png","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"50d1c011-1570-41bf-b362-0eff75fa8eb7","Solitaire Glow Ring","Classic solitaire-inspired centre stone on a tapered band — engagement-photo friendly at an accessible price point. High table cut for maximum brilliance under indoor lighting.","out of stock","new","329 INR","https://www.velisqa.com/product/50d1c011-1570-41bf-b362-0eff75fa8eb7","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341995748-9dd28b4f-1b30-47db-94c8-a3bf594f2047.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"e60fef1e-f188-4706-8e38-4f3dea444818","Luna Stackable Ring","Slim stackable ring with a soft curve and light stone accents. Wear three together for a bridal-meets-modern look or solo for minimal office style. Hypoallergenic alloy base.","in stock","new","1599 INR","https://www.velisqa.com/product/e60fef1e-f188-4706-8e38-4f3dea444818","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341995136-15886327-6aec-48f9-aa97-2a0668c21e00.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"5bb9f44a-2799-453a-a102-3e7bc0ebc51d","Velisqa Petite Band Ring","Delicate band with micro pavé detailing — perfect as a daily stacker or pinky ring. Available feel in standard women’s sizes; message us on WhatsApp for size guidance before dispatch.","out of stock","new","419 INR","https://www.velisqa.com/product/5bb9f44a-2799-453a-a102-3e7bc0ebc51d","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341994459-afba5263-865d-4fee-94cd-981bbcd9090e.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"79b14cb9-6bbf-46de-9fbb-0ef95aa6e63a","Minimal Arc Bracelet","Open arc bracelet with a brushed outer face and polished inner curve. Easy to slide on; ideal for stacking with cuffs. Suited for college events, brunches, and casual Fridays.","in stock","new","549 INR","https://www.velisqa.com/product/79b14cb9-6bbf-46de-9fbb-0ef95aa6e63a","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341993816-2f3fd1ee-b0c4-4c82-8628-c6b2ae65159d.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"1014cdce-ee65-4f68-a82e-1a996d5a33af","Heritage Charm Bracelet","Charm bracelet with miniature motifs and a secure toggle closure — storytelling detail without loud colour. Gift-friendly packaging available on request via WhatsApp.","in stock","new","549 INR","https://www.velisqa.com/product/1014cdce-ee65-4f68-a82e-1a996d5a33af","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341993161-953bc9a1-0583-4cd0-8e51-42ff8b4f2ae7.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"c6d45f0a-0c06-4220-9bd4-c68c9bf2c766","Pearl Line Bracelet","Elegant pearl-effect beads spaced along a fine chain — soft, feminine, and versatile for day to night. Complements pastel and ivory outfits. Store flat in the provided pouch to avoid kinks.","in stock","new","549 INR","https://www.velisqa.com/product/c6d45f0a-0c06-4220-9bd4-c68c9bf2c766","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341992258-58dbf0f1-cedc-4ffa-bc8a-bd809a9fc003.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
"31d4f228-1e59-4793-8798-4247110cb19b","Gilded Tennis Bracelet","Continuous line of handset stones in a tennis layout — high sparkle for receptions and photoshoots. Secure box clasp with safety latch. Layer two for a bridal wrist stack.","in stock","new","549 INR","https://www.velisqa.com/product/31d4f228-1e59-4793-8798-4247110cb19b","https://vfvgmfgrkrefsrxchdxx.supabase.co/storage/v1/object/public/product-images/products/262dfa6a-35b3-4e65-8d79-392cd49ccb44/1779341991587-b5bd7947-a6fd-4bbf-89e2-5f36824976aa.webp","Velisqa","Apparel & Accessories > Jewelry","Jewelry"
